0
(9, (7, 11, 12, 3, 6, 8, 2, 5), (402, 540))
41
(0, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(1, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
(2, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(3, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(4, (7, 11, 15, 3, 6, 8, 2, 5), (425, 553))
(5, (7, 16, 15, 12, 6, 9, 2, 11), (465, 554))
(6, (7, 16, 14, 3, 6, 9, 2, 5), (362, 649))
(7, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(8, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(9, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
42
(0, (7, 11, 15, 3, 6, 8, 2, 5), (425, 553))
(1, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(2, (7, 16, 15, 3, 6, 5, 2, 13), (398, 609))
(3, (7, 16, 14, 4, 6, 9, 2, 5), (369, 644))
(4, (7, 16, 15, 12, 6, 9, 2, 11), (465, 554))
(5, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
(6, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(7, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(8, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(9, (7, 11, 15, 3, 6, 8, 2, 5), (425, 553))
43
(0, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(1, (7, 16, 15, 3, 6, 5, 2, 13), (398, 609))
(2, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(3, (7, 16, 15, 3, 6, 5, 2, 13), (398, 609))
(4, (7, 16, 14, 4, 6, 9, 2, 5), (369, 644))
(5, (7, 16, 15, 12, 6, 9, 2, 11), (465, 554))
(6, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(7, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(8, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(9, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
44
(0, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(1, (7, 16, 15, 3, 6, 5, 2, 13), (398, 609))
(2, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(3, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(4, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(5, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(6, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(7, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(8, (7, 16, 14, 3, 6, 5, 2, 13), (393, 614))
(9, (7, 16, 15, 4, 6, 9, 2, 5), (374, 654))
45
(0, (7, 16, 14, 3, 9, 5, 2, 13), (410, 589))
(1, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(2, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(3, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(4, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(5, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(6, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(7, (7, 16, 15, 3, 6, 13, 2, 11), (436, 577))
(8, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(9, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
46
(0, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(1, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(2, (7, 16, 8, 4, 6, 5, 14, 13), (439, 576))
(3, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(4, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(5, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(6, (7, 16, 14, 3, 9, 5, 2, 13), (410, 589))
(7, (7, 16, 15, 3, 6, 13, 2, 11), (436, 577))
(8, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(9, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
47
(0, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(1, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(2, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(3, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(4, (7, 16, 15, 3, 6, 13, 2, 11), (436, 577))
(5, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(6, (7, 16, 14, 12, 9, 5, 2, 13), (470, 525))
(7, (7, 16, 15, 3, 6, 13, 12, 11), (504, 489))
(8, (7, 16, 8, 4, 6, 5, 9, 13), (398, 591))
(9, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
48
(0, (7, 16, 12, 4, 3, 5, 14, 13), (448, 556))
(1, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(2, (7, 16, 8, 4, 6, 5, 9, 13), (398, 591))
(3, (7, 16, 8, 4, 6, 5, 9, 13), (398, 591))
(4, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(5, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(6, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(7, (7, 16, 8, 4, 6, 5, 9, 13), (398, 591))
(8, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(9, (7, 16, 8, 4, 6, 5, 9, 13), (398, 591))
49
(0, (7, 16, 8, 4, 6, 5, 9, 13), (398, 591))
(1, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(2, (7, 16, 12, 4, 3, 5, 14, 13), (448, 556))
(3, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(4, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(5, (7, 16, 12, 4, 6, 5, 14, 13), (468, 518))
(6, (7, 16, 14, 12, 6, 5, 2, 13), (453, 508))
(7, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(8, (7, 16, 15, 12, 6, 13, 2, 11), (496, 481))
(9, (7, 16, 8, 4, 6, 5, 9, 13), (398, 591))
